corpus speaker algo token_f-score token_precision token_recall boundary_f-score boundary_precision boundary_recall
Rollins te09 AGc3sf_1 0.8688 0.8383 0.9017 0.9313 0.8865 0.9809
Rollins te09 AGc3sf_2 0.8709 0.8408 0.9032 0.9323 0.8882 0.9809
Rollins te09 AGc3sf_3 0.8703 0.8397 0.9032 0.9313 0.8865 0.9809
Rollins te09 AGc3sf_4 0.8661 0.8345 0.9002 0.9294 0.8831 0.9809
Rollins te09 AGc3sf_5 0.8703 0.8397 0.9032 0.9313 0.8865 0.9809
Rollins te09 AGu_1 0.7669 0.7776 0.7564 0.8547 0.8717 0.8383
Rollins te09 AGu_2 0.7757 0.7798 0.7716 0.8617 0.8683 0.8553
Rollins te09 AGu_3 0.7856 0.7953 0.7761 0.8788 0.8943 0.8638
Rollins te09 AGu_4 0.763 0.7713 0.7549 0.8596 0.8728 0.8468
Rollins te09 AGu_5 0.8218 0.8237 0.82 0.8943 0.8972 0.8915
Rollins te09 TPs 0.2451 0.3533 0.1876 0.4857 0.9563 0.3255
Rollins te09 dibs 0.2645 0.3917 0.1997 0.4026 0.8493 0.2638
Rollins te09 dmcmc 0.8457 0.8011 0.8956 0.9235 0.8579 1
Rollins te09 puddle 0.2161 0.3604 0.1543 0.2847 0.8696 0.1702
Rollins te12 AGc3sf_1 0.8734 0.8468 0.9018 0.9337 0.8967 0.9739
Rollins te12 AGc3sf_2 0.8555 0.8238 0.8897 0.9267 0.8822 0.976
Rollins te12 AGc3sf_3 0.8526 0.821 0.8867 0.9248 0.8804 0.9739
Rollins te12 AGc3sf_4 0.8567 0.8261 0.8897 0.9285 0.8855 0.976
Rollins te12 AGc3sf_5 0.8429 0.82 0.8671 0.9228 0.8901 0.9579
Rollins te12 AGu_1 0.7266 0.7391 0.7145 0.8422 0.8616 0.8236
Rollins te12 AGu_2 0.7382 0.7332 0.7432 0.858 0.8504 0.8657
Rollins te12 AGu_3 0.7576 0.7396 0.7764 0.8613 0.8346 0.8898
Rollins te12 AGu_4 0.7539 0.7423 0.7659 0.8557 0.8385 0.8737
Rollins te12 AGu_5 0.7288 0.7135 0.7447 0.8432 0.8201 0.8677
Rollins te12 TPs 0.1581 0.24 0.1178 0.4569 0.9321 0.3026
Rollins te12 dibs 0.1874 0.309 0.1344 0.3141 0.784 0.1964
Rollins te12 dmcmc 0.8797 0.8454 0.9169 0.947 0.8993 1
Rollins te12 puddle 0.1432 0.289 0.09517 0.1877 0.9455 0.1042
Rollins tt12 AGc3sf_1 0.8452 0.8206 0.8713 0.9082 0.8675 0.9528
Rollins tt12 AGc3sf_2 0.8462 0.8225 0.8713 0.9073 0.8682 0.9501
Rollins tt12 AGc3sf_3 0.8442 0.8203 0.8696 0.9068 0.8672 0.9501
Rollins tt12 AGc3sf_4 0.8439 0.8196 0.8696 0.9062 0.8661 0.9501
Rollins tt12 AGc3sf_5 0.8441 0.8208 0.8688 0.9066 0.8681 0.9488
Rollins tt12 AGu_1 0.7859 0.8103 0.7629 0.8495 0.893 0.81
Rollins tt12 AGu_2 0.7594 0.7855 0.735 0.8381 0.8859 0.7951
Rollins tt12 AGu_3 0.7483 0.7648 0.7324 0.8243 0.854 0.7965
Rollins tt12 AGu_4 0.7865 0.8032 0.7705 0.8398 0.8689 0.8127
Rollins tt12 AGu_5 0.7881 0.8122 0.7655 0.8545 0.8976 0.8154
Rollins tt12 TPs 0.369 0.5007 0.2921 0.4798 0.952 0.3208
Rollins tt12 dibs 0.2341 0.2417 0.2269 0.3626 0.3821 0.345
Rollins tt12 dmcmc 0.7578 0.6996 0.8264 0.8743 0.7766 1
Rollins tt12 puddle 0.4997 0.6402 0.4098 0.5685 0.9495 0.4057
Rollins zm09 AGu_1 0.6137 0.5771 0.6552 0.6747 0.6067 0.7599
Rollins zm09 AGu_2 0.6211 0.58 0.6684 0.6522 0.58 0.745
Rollins zm09 AGu_3 0.6613 0.6182 0.7109 0.7101 0.6325 0.8094
Rollins zm09 AGu_4 0.6235 0.5831 0.6698 0.6783 0.6047 0.7723
Rollins zm09 AGu_5 0.6046 0.5683 0.6459 0.6498 0.5838 0.7327
Rollins zm09 TPs 0.4842 0.5759 0.4178 0.5557 0.8477 0.4134
Rollins zm09 dibs 0.3988 0.4586 0.3528 0.3186 0.4391 0.25
Rollins zm09 dmcmc 0.6209 0.53 0.7493 0.7224 0.5655 1
Rollins zm09 puddle 0.3749 0.4291 0.3329 0.2911 0.3957 0.2302
Rollins zm12 AGc3sf_1 0.75 0.7108 0.7938 0.8252 0.7514 0.915
Rollins zm12 AGc3sf_2 0.747 0.7068 0.792 0.8257 0.75 0.9184
Rollins zm12 AGc3sf_3 0.7479 0.7055 0.7956 0.8267 0.7473 0.9252
Rollins zm12 AGc3sf_4 0.7599 0.7213 0.8029 0.8369 0.764 0.9252
Rollins zm12 AGc3sf_5 0.7565 0.718 0.7993 0.8338 0.7612 0.9218
Rollins zm12 AGu_1 0.7328 0.768 0.7007 0.7444 0.8171 0.6837
Rollins zm12 AGu_2 0.7556 0.7729 0.7391 0.766 0.8 0.7347
Rollins zm12 AGu_3 0.7528 0.7793 0.7281 0.7609 0.814 0.7143
Rollins zm12 AGu_4 0.7704 0.8024 0.7409 0.7766 0.8413 0.7211
Rollins zm12 AGu_5 0.7566 0.7832 0.7318 0.7681 0.8217 0.7211
Rollins zm12 TPs 0.4945 0.6175 0.4124 0.5074 0.9196 0.3503
Rollins zm12 dibs 0.4159 0.5281 0.3431 0.2929 0.5686 0.1973
Rollins zm12 dmcmc 0.7419 0.6804 0.8157 0.8441 0.7302 1
Rollins zm12 puddle 0.4983 0.6519 0.4033 0.4011 0.8941 0.2585
Soderstrom the01b AGc3sf_1 0.7509 0.7067 0.801 0.8527 0.782 0.9375
Soderstrom the01b AGc3sf_2 0.7153 0.6786 0.7562 0.8364 0.7755 0.9077
Soderstrom the01b AGc3sf_3 0.7197 0.682 0.7619 0.8387 0.7763 0.9119
Soderstrom the01b AGc3sf_4 0.7199 0.6838 0.76 0.838 0.7783 0.9077
Soderstrom the01b AGc3sf_5 0.7382 0.7038 0.7762 0.8483 0.7919 0.9134
Soderstrom the01b AGu_1 0.6689 0.6791 0.659 0.8017 0.8202 0.7841
Soderstrom the01b AGu_2 0.6468 0.665 0.6295 0.784 0.8179 0.7528
Soderstrom the01b AGu_3 0.6482 0.6725 0.6257 0.7805 0.8257 0.7401
Soderstrom the01b AGu_4 0.6808 0.6905 0.6714 0.8136 0.8311 0.7969
Soderstrom the01b AGu_5 0.6769 0.6805 0.6733 0.7974 0.8038 0.7912
Soderstrom the01b TPs 0.2847 0.3939 0.2229 0.4643 0.8911 0.3139
Soderstrom the01b dibs 0.2779 0.3456 0.2324 0.3647 0.5389 0.2756
Soderstrom the01b dmcmc 0.754 0.6904 0.8305 0.8688 0.768 1
Soderstrom the01b puddle 0.3479 0.4939 0.2686 0.4241 0.8756 0.2798
Soderstrom the02b AGc3sf_1 0.761 0.7103 0.8194 0.8596 0.784 0.9513
Soderstrom the02b AGc3sf_2 0.7441 0.693 0.8032 0.8465 0.7699 0.9401
Soderstrom the02b AGc3sf_3 0.765 0.7133 0.8248 0.8615 0.7846 0.9551
Soderstrom the02b AGc3sf_4 0.7604 0.7113 0.8167 0.8591 0.7857 0.9476
Soderstrom the02b AGc3sf_5 0.7541 0.7023 0.814 0.8567 0.7791 0.9513
Soderstrom the02b AGu_1 0.5818 0.5787 0.5849 0.7398 0.7343 0.7453
Soderstrom the02b AGu_2 0.5614 0.5622 0.5606 0.7392 0.7406 0.7378
Soderstrom the02b AGu_3 0.5411 0.5326 0.5499 0.7179 0.7025 0.7341
Soderstrom the02b AGu_4 0.5447 0.5562 0.5337 0.7399 0.7619 0.7191
Soderstrom the02b AGu_5 0.5469 0.5363 0.558 0.7322 0.7128 0.7528
Soderstrom the02b TPs 0.2857 0.3952 0.2237 0.5147 0.9057 0.3596
Soderstrom the02b dibs 0.1846 0.3221 0.1294 0.2308 0.8 0.1348
Soderstrom the02b dmcmc 0.7343 0.6652 0.8194 0.8622 0.7577 1
Soderstrom the02b puddle 0.2109 0.383 0.1456 0.2303 0.9459 0.1311
Soderstrom the03b AGc3sf_1 0.7485 0.7191 0.7805 0.8583 0.8134 0.9083
Soderstrom the03b AGc3sf_2 0.758 0.7263 0.7927 0.8627 0.8148 0.9167
Soderstrom the03b AGc3sf_3 0.7485 0.7191 0.7805 0.8583 0.8134 0.9083
Soderstrom the03b AGc3sf_4 0.7602 0.7303 0.7927 0.8661 0.8209 0.9167
Soderstrom the03b AGc3sf_5 0.758 0.7263 0.7927 0.8627 0.8148 0.9167
Soderstrom the03b AGu_1 0.5247 0.5312 0.5183 0.7119 0.7241 0.7
Soderstrom the03b AGu_2 0.457 0.4451 0.4695 0.6747 0.6512 0.7
Soderstrom the03b AGu_3 0.5498 0.5449 0.5549 0.7243 0.7154 0.7333
Soderstrom the03b AGu_4 0.5607 0.5732 0.5488 0.7296 0.7522 0.7083
Soderstrom the03b AGu_5 0.5808 0.5706 0.5915 0.7642 0.746 0.7833
Soderstrom the03b TPs 0.1795 0.3 0.128 0.3425 0.9615 0.2083
Soderstrom the03b dibs 0.2009 0.3538 0.1402 0.227 0.7619 0.1333
Soderstrom the03b dmcmc 0.8195 0.773 0.872 0.9195 0.8511 1
Soderstrom the03b puddle 0.1402 0.3 0.09146 0.09524 1 0.05
Soderstrom the03c AGc3sf_1 0.7972 0.7854 0.8092 0.8852 0.8664 0.9049
Soderstrom the03c AGc3sf_2 0.8476 0.8174 0.8801 0.9109 0.865 0.9619
Soderstrom the03c AGc3sf_3 0.7989 0.7833 0.815 0.8871 0.8623 0.9133
Soderstrom the03c AGc3sf_4 0.8518 0.8178 0.8887 0.9125 0.8612 0.9704
Soderstrom the03c AGc3sf_5 0.798 0.783 0.8136 0.8859 0.862 0.9112
Soderstrom the03c AGu_1 0.6225 0.6504 0.5968 0.7739 0.8269 0.7273
Soderstrom the03c AGu_2 0.6453 0.6677 0.6243 0.7814 0.8224 0.7442
Soderstrom the03c AGu_3 0.6482 0.6708 0.6272 0.7947 0.8364 0.7569
Soderstrom the03c AGu_4 0.6285 0.6468 0.6113 0.7599 0.7931 0.7294
Soderstrom the03c AGu_5 0.6339 0.6348 0.6329 0.7733 0.7749 0.7717
Soderstrom the03c TPs 0.2729 0.3725 0.2153 0.4985 0.9006 0.3446
Soderstrom the03c dibs 0.2914 0.4274 0.2211 0.366 0.8058 0.2368
Soderstrom the03c dmcmc 0.7644 0.7035 0.8367 0.8784 0.7831 1
Soderstrom the03c puddle 0.2706 0.4207 0.1994 0.3333 0.8899 0.2051
Soderstrom the04b AGc3sf_1 0.7213 0.6956 0.749 0.8515 0.8102 0.8972
Soderstrom the04b AGc3sf_2 0.7579 0.7253 0.7936 0.8689 0.8184 0.9261
Soderstrom the04b AGc3sf_3 0.7212 0.6824 0.7647 0.852 0.7905 0.9238
Soderstrom the04b AGc3sf_4 0.7375 0.6998 0.7795 0.862 0.8028 0.9307
Soderstrom the04b AGc3sf_5 0.7589 0.7112 0.8134 0.8688 0.7962 0.9561
Soderstrom the04b AGu_1 0.6899 0.7014 0.6788 0.7974 0.8162 0.7794
Soderstrom the04b AGu_2 0.6491 0.6702 0.6292 0.7889 0.8258 0.7552
Soderstrom the04b AGu_3 0.69 0.6973 0.6829 0.8131 0.8252 0.8014
Soderstrom the04b AGu_4 0.6296 0.658 0.6036 0.7721 0.8225 0.7275
Soderstrom the04b AGu_5 0.6442 0.6564 0.6325 0.7903 0.8114 0.7702
Soderstrom the04b TPs 0.2742 0.3845 0.213 0.4933 0.9018 0.3395
Soderstrom the04b dibs 0.234 0.2908 0.1957 0.3817 0.5426 0.2945
Soderstrom the04b dmcmc 0.7551 0.6909 0.8324 0.8749 0.7776 1
Soderstrom the04b puddle 0.3585 0.5238 0.2725 0.45 0.9088 0.2991
Soderstrom the06b AGc3sf_1 0.8019 0.783 0.8218 0.8835 0.8553 0.9136
Soderstrom the06b AGc3sf_2 0.7955 0.7827 0.8086 0.8844 0.8652 0.9045
Soderstrom the06b AGc3sf_3 0.7955 0.7827 0.8086 0.8844 0.8652 0.9045
Soderstrom the06b AGc3sf_4 0.7846 0.7649 0.8053 0.8684 0.839 0.9
Soderstrom the06b AGc3sf_5 0.7942 0.7803 0.8086 0.8825 0.8615 0.9045
Soderstrom the06b AGu_1 0.4658 0.4963 0.4389 0.6765 0.7405 0.6227
Soderstrom the06b AGu_2 0.5969 0.6214 0.5743 0.753 0.797 0.7136
Soderstrom the06b AGu_3 0.484 0.4932 0.4752 0.6807 0.6986 0.6636
Soderstrom the06b AGu_4 0.5775 0.6189 0.5413 0.7463 0.8242 0.6818
Soderstrom the06b AGu_5 0.5408 0.5248 0.5578 0.7277 0.6987 0.7591
Soderstrom the06b TPs 0.2198 0.3289 0.165 0.4429 0.9275 0.2909
Soderstrom the06b dibs 0.1982 0.3282 0.1419 0.2836 0.7917 0.1727
Soderstrom the06b dmcmc 0.8674 0.8225 0.9175 0.9269 0.8638 1
Soderstrom the06b puddle 0.161 0.3084 0.1089 0.1721 0.875 0.09545
Soderstrom the06c AGc3sf_1 0.7788 0.7277 0.8375 0.8725 0.7964 0.9648
Soderstrom the06c AGc3sf_2 0.776 0.7229 0.8375 0.8732 0.7938 0.9702
Soderstrom the06c AGc3sf_3 0.7835 0.7315 0.8433 0.8764 0.7991 0.9702
Soderstrom the06c AGc3sf_4 0.7835 0.7315 0.8433 0.8764 0.7991 0.9702
Soderstrom the06c AGc3sf_5 0.7753 0.7217 0.8375 0.8721 0.792 0.9702
Soderstrom the06c AGu_1 0.6526 0.6494 0.6557 0.7887 0.7834 0.794
Soderstrom the06c AGu_2 0.6822 0.6835 0.6809 0.8125 0.8147 0.8103
Soderstrom the06c AGu_3 0.6245 0.6096 0.6402 0.7618 0.7367 0.7886
Soderstrom the06c AGu_4 0.6331 0.6337 0.6325 0.7788 0.7799 0.7778
Soderstrom the06c AGu_5 0.652 0.6464 0.6576 0.7845 0.7751 0.794
Soderstrom the06c TPs 0.2323 0.3345 0.1779 0.4597 0.8976 0.3089
Soderstrom the06c dibs 0.2208 0.3443 0.1625 0.3312 0.8021 0.2087
Soderstrom the06c dmcmc 0.7718 0.7087 0.8472 0.8799 0.7856 1
Soderstrom the06c puddle 0.2952 0.4723 0.2147 0.3509 0.9195 0.2168
Soderstrom the06d AGc3sf_1 0.7858 0.7701 0.8022 0.8929 0.8693 0.9179
Soderstrom the06d AGc3sf_2 0.7902 0.7733 0.8078 0.8949 0.8697 0.9216
Soderstrom the06d AGc3sf_3 0.7864 0.7686 0.805 0.8933 0.8667 0.9216
Soderstrom the06d AGc3sf_4 0.7603 0.752 0.7688 0.8824 0.8696 0.8955
Soderstrom the06d AGc3sf_5 0.7853 0.7666 0.805 0.8917 0.8636 0.9216
Soderstrom the06d AGu_1 0.6184 0.6301 0.6072 0.7992 0.8196 0.7799
Soderstrom the06d AGu_2 0.6571 0.6775 0.6379 0.8233 0.8583 0.791
Soderstrom the06d AGu_3 0.5559 0.5723 0.5404 0.7403 0.7702 0.7127
Soderstrom the06d AGu_4 0.6218 0.6401 0.6045 0.7868 0.8185 0.7575
Soderstrom the06d AGu_5 0.6255 0.6299 0.6212 0.7985 0.8061 0.791
Soderstrom the06d TPs 0.2037 0.3039 0.1532 0.4693 0.9333 0.3134
Soderstrom the06d dibs 0.2205 0.3473 0.1616 0.3663 0.8289 0.2351
Soderstrom the06d dmcmc 0.7481 0.6885 0.8189 0.8874 0.7976 1
Soderstrom the06d puddle 0.1754 0.35 0.117 0.1751 0.8966 0.09701
Soderstrom the07d AGc3sf_1 0.775 0.7361 0.8184 0.8652 0.8045 0.9359
Soderstrom the07d AGc3sf_2 0.7691 0.7367 0.8044 0.8634 0.8123 0.9213
Soderstrom the07d AGc3sf_3 0.7924 0.7545 0.8343 0.8769 0.8182 0.9446
Soderstrom the07d AGc3sf_4 0.7723 0.736 0.8124 0.8645 0.8076 0.93
Soderstrom the07d AGc3sf_5 0.7759 0.7344 0.8224 0.866 0.8015 0.9417
Soderstrom the07d AGu_1 0.6411 0.6674 0.6168 0.7716 0.8197 0.7289
Soderstrom the07d AGu_2 0.631 0.6504 0.6128 0.7732 0.8089 0.7405
Soderstrom the07d AGu_3 0.6471 0.6577 0.6367 0.7791 0.7982 0.7609
Soderstrom the07d AGu_4 0.6505 0.6585 0.6427 0.7893 0.8036 0.7755
Soderstrom the07d AGu_5 0.6573 0.6619 0.6527 0.7953 0.8036 0.7872
Soderstrom the07d TPs 0.2396 0.3446 0.1836 0.4204 0.8716 0.277
Soderstrom the07d dibs 0.2543 0.3702 0.1936 0.3356 0.7212 0.2187
Soderstrom the07d dmcmc 0.7471 0.6803 0.8283 0.8629 0.7588 1
Soderstrom the07d puddle 0.1924 0.3301 0.1357 0.1739 0.7083 0.09913
Soderstrom the08a AGc3sf_1 0.6846 0.6806 0.6886 0.8155 0.8087 0.8224
Soderstrom the08a AGc3sf_2 0.6799 0.6829 0.6769 0.8128 0.818 0.8076
Soderstrom the08a AGc3sf_3 0.6898 0.6824 0.6974 0.8179 0.8053 0.8309
Soderstrom the08a AGc3sf_4 0.6872 0.6887 0.6857 0.8229 0.8255 0.8203
Soderstrom the08a AGc3sf_5 0.6813 0.6828 0.6798 0.8165 0.8191 0.814
Soderstrom the08a AGu_1 0.6667 0.682 0.652 0.7969 0.8239 0.7717
Soderstrom the08a AGu_2 0.6612 0.6737 0.6491 0.7839 0.8058 0.7632
Soderstrom the08a AGu_3 0.6413 0.656 0.6272 0.7642 0.7901 0.74
Soderstrom the08a AGu_4 0.6928 0.7143 0.6725 0.8146 0.8522 0.7801
Soderstrom the08a AGu_5 0.6696 0.6802 0.6594 0.8 0.8186 0.7822
Soderstrom the08a TPs 0.2581 0.3537 0.2032 0.4763 0.8571 0.3298
Soderstrom the08a dibs 0.2033 0.3009 0.1535 0.3142 0.6957 0.203
Soderstrom the08a dmcmc 0.7426 0.6754 0.8246 0.8624 0.758 1
Soderstrom the08a puddle 0.2846 0.4455 0.2091 0.3122 0.8273 0.1924
Soderstrom the08b AGc3sf_1 0.7145 0.6972 0.7327 0.8394 0.81 0.871
Soderstrom the08b AGc3sf_2 0.6251 0.6212 0.6291 0.7936 0.7863 0.8011
Soderstrom the08b AGc3sf_3 0.7178 0.6969 0.74 0.838 0.803 0.8763
Soderstrom the08b AGc3sf_4 0.7196 0.6986 0.7418 0.8406 0.8054 0.879
Soderstrom the08b AGc3sf_5 0.6251 0.6212 0.6291 0.7936 0.7863 0.8011
Soderstrom the08b AGu_1 0.5436 0.5672 0.5218 0.6686 0.7134 0.629
Soderstrom the08b AGu_2 0.6045 0.627 0.5836 0.6969 0.7365 0.6613
Soderstrom the08b AGu_3 0.5602 0.5798 0.5418 0.678 0.7143 0.6452
Soderstrom the08b AGu_4 0.6029 0.6364 0.5727 0.7576 0.8233 0.7016
Soderstrom the08b AGu_5 0.5748 0.6167 0.5382 0.7062 0.7881 0.6398
Soderstrom the08b TPs 0.2485 0.3498 0.1927 0.4507 0.896 0.3011
Soderstrom the08b dibs 0.306 0.4536 0.2309 0.3333 0.7745 0.2124
Soderstrom the08b dmcmc 0.7983 0.7395 0.8673 0.8873 0.7974 1
Soderstrom the08b puddle 0.2613 0.4228 0.1891 0.2591 0.8382 0.1532
Soderstrom the08c AGc3sf_1 0.7151 0.6676 0.77 0.8259 0.7528 0.9148
Soderstrom the08c AGc3sf_2 0.7151 0.6676 0.77 0.83 0.7565 0.9193
Soderstrom the08c AGc3sf_3 0.7232 0.6769 0.7764 0.8293 0.7584 0.9148
Soderstrom the08c AGc3sf_4 0.7092 0.662 0.7636 0.8219 0.7491 0.9103
Soderstrom the08c AGc3sf_5 0.6135 0.59 0.639 0.7754 0.7349 0.8206
Soderstrom the08c AGu_1 0.5789 0.642 0.5272 0.6974 0.8144 0.6099
Soderstrom the08c AGu_2 0.5328 0.6213 0.4665 0.6196 0.7862 0.5112
Soderstrom the08c AGu_3 0.5458 0.594 0.5048 0.6917 0.7841 0.6188
Soderstrom the08c AGu_4 0.6085 0.6544 0.5687 0.721 0.8022 0.6547
Soderstrom the08c AGu_5 0.5763 0.6137 0.5431 0.7073 0.7754 0.6502
Soderstrom the08c TPs 0.1974 0.3007 0.147 0.3986 0.9048 0.2556
Soderstrom the08c dibs 0.1913 0.3333 0.1342 0.1931 0.6944 0.1121
Soderstrom the08c dmcmc 0.7888 0.7335 0.853 0.8978 0.8145 1
Soderstrom the08c puddle 0.2857 0.4741 0.2045 0.306 0.9111 0.1839
Soderstrom the09b AGc3sf_1 0.7382 0.7257 0.751 0.8593 0.8391 0.8804
Soderstrom the09b AGc3sf_2 0.7378 0.7242 0.7519 0.8573 0.8354 0.8804
Soderstrom the09b AGc3sf_3 0.7153 0.7024 0.7286 0.8452 0.8241 0.8675
Soderstrom the09b AGc3sf_4 0.7375 0.7214 0.7544 0.8597 0.8337 0.8875
Soderstrom the09b AGc3sf_5 0.7391 0.7275 0.751 0.8607 0.8419 0.8804
Soderstrom the09b AGu_1 0.655 0.6569 0.6531 0.7958 0.7991 0.7925
Soderstrom the09b AGu_2 0.6761 0.6801 0.6722 0.8121 0.8188 0.8054
Soderstrom the09b AGu_3 0.6525 0.6408 0.6647 0.7881 0.7684 0.8089
Soderstrom the09b AGu_4 0.6474 0.6623 0.6332 0.7889 0.815 0.7644
Soderstrom the09b AGu_5 0.6813 0.6805 0.6822 0.8122 0.8107 0.8136
Soderstrom the09b TPs 0.2423 0.3506 0.1851 0.4433 0.8873 0.2954
Soderstrom the09b dibs 0.2445 0.3103 0.2017 0.3707 0.5522 0.279
Soderstrom the09b dmcmc 0.7808 0.7221 0.8498 0.889 0.8002 1
Soderstrom the09b puddle 0.4191 0.5392 0.3427 0.5446 0.8333 0.4045
Soderstrom the10a AGc3sf_1 0.8255 0.8 0.8527 0.8922 0.8531 0.935
Soderstrom the10a AGc3sf_2 0.8289 0.8025 0.8571 0.8908 0.8506 0.935
Soderstrom the10a AGc3sf_3 0.8239 0.7894 0.8616 0.8933 0.8407 0.9528
Soderstrom the10a AGc3sf_4 0.8041 0.7746 0.8359 0.8793 0.8338 0.9301
Soderstrom the10a AGc3sf_5 0.8219 0.8002 0.8449 0.8859 0.8526 0.922
Soderstrom the10a AGu_1 0.7101 0.728 0.6931 0.829 0.8601 0.8
Soderstrom the10a AGu_2 0.6659 0.6932 0.6406 0.8021 0.8519 0.7577
Soderstrom the10a AGu_3 0.6946 0.7138 0.6763 0.8216 0.8556 0.7902
Soderstrom the10a AGu_4 0.6908 0.7134 0.6696 0.8153 0.8554 0.7789
Soderstrom the10a AGu_5 0.6867 0.7122 0.6629 0.8082 0.8535 0.7675
Soderstrom the10a TPs 0.2882 0.3992 0.2254 0.4857 0.9067 0.3317
Soderstrom the10a dibs 0.2955 0.3846 0.24 0.3807 0.6115 0.2764
Soderstrom the10a dmcmc 0.7617 0.698 0.8382 0.8725 0.7739 1
Soderstrom the10a puddle 0.324 0.4722 0.2467 0.4165 0.893 0.2715
Soderstrom the11a AGc3sf_1 0.7834 0.7609 0.8072 0.8812 0.8468 0.9185
Soderstrom the11a AGc3sf_2 0.7803 0.7591 0.8027 0.8787 0.8462 0.9138
Soderstrom the11a AGc3sf_3 0.756 0.7374 0.7756 0.8669 0.8377 0.8981
Soderstrom the11a AGc3sf_4 0.7974 0.7793 0.8162 0.8877 0.8603 0.9169
Soderstrom the11a AGc3sf_5 0.7882 0.7795 0.7971 0.8781 0.8647 0.8918
Soderstrom the11a AGu_1 0.6725 0.6908 0.655 0.7984 0.8294 0.7696
Soderstrom the11a AGu_2 0.6541 0.6826 0.628 0.7834 0.8325 0.7398
Soderstrom the11a AGu_3 0.6717 0.6879 0.6561 0.8097 0.8375 0.7837
Soderstrom the11a AGu_4 0.6747 0.6882 0.6618 0.7971 0.8195 0.7759
Soderstrom the11a AGu_5 0.6798 0.7014 0.6595 0.8062 0.8427 0.7727
Soderstrom the11a TPs 0.2554 0.3697 0.195 0.4784 0.9361 0.3213
Soderstrom the11a dibs 0.242 0.3251 0.1928 0.3956 0.6534 0.2837
Soderstrom the11a dmcmc 0.7624 0.7035 0.832 0.8873 0.7975 1
Soderstrom the11a puddle 0.2787 0.4393 0.2041 0.3446 0.8466 0.2163
Soderstrom the11b AGc3sf_1 0.7777 0.7397 0.8198 0.8814 0.8225 0.9495
Soderstrom the11b AGc3sf_2 0.7801 0.7281 0.8401 0.8804 0.8012 0.9769
Soderstrom the11b AGc3sf_3 0.7531 0.7166 0.7935 0.8673 0.8098 0.9336
Soderstrom the11b AGc3sf_4 0.7916 0.7453 0.8441 0.886 0.8155 0.9697
Soderstrom the11b AGc3sf_5 0.7575 0.7047 0.8188 0.8706 0.789 0.9711
Soderstrom the11b AGu_1 0.6846 0.686 0.6832 0.8263 0.8287 0.824
Soderstrom the11b AGu_2 0.6832 0.6832 0.6832 0.8153 0.8153 0.8153
Soderstrom the11b AGu_3 0.6745 0.6844 0.665 0.813 0.8301 0.7965
Soderstrom the11b AGu_4 0.6808 0.6784 0.6832 0.8169 0.8129 0.8211
Soderstrom the11b AGu_5 0.6759 0.6818 0.67 0.8137 0.824 0.8038
Soderstrom the11b TPs 0.2643 0.3771 0.2034 0.4834 0.9454 0.3247
Soderstrom the11b dibs 0.2607 0.3105 0.2247 0.4295 0.569 0.3449
Soderstrom the11b dmcmc 0.7589 0.6969 0.833 0.8779 0.7824 1
Soderstrom the11b puddle 0.334 0.4632 0.2611 0.4293 0.7824 0.2958
Soderstrom the11c AGc3sf_1 0.5676 0.5417 0.5961 0.7672 0.7178 0.8238
Soderstrom the11c AGc3sf_2 0.5674 0.5398 0.5979 0.7683 0.7159 0.829
Soderstrom the11c AGc3sf_3 0.5752 0.544 0.6102 0.7729 0.7143 0.842
Soderstrom the11c AGc3sf_4 0.5734 0.5493 0.5996 0.7694 0.7237 0.8212
Soderstrom the11c AGc3sf_5 0.5638 0.5348 0.5961 0.767 0.7118 0.8316
Soderstrom the11c AGu_1 0.4814 0.4713 0.4921 0.6851 0.6642 0.7073
Soderstrom the11c AGu_2 0.4834 0.4671 0.5009 0.6986 0.6651 0.7358
Soderstrom the11c AGu_3 0.4842 0.4817 0.4868 0.6864 0.6811 0.6917
Soderstrom the11c AGu_4 0.4876 0.4749 0.5009 0.6899 0.6643 0.7176
Soderstrom the11c AGu_5 0.4799 0.4667 0.4938 0.6783 0.6516 0.7073
Soderstrom the11c TPs 0.2442 0.3584 0.1852 0.3976 0.8839 0.2565
Soderstrom the11c dibs 0.2165 0.3577 0.1552 0.2306 0.8 0.1347
Soderstrom the11c dmcmc 0.7274 0.6604 0.8095 0.8578 0.751 1
Soderstrom the11c puddle 0.2773 0.4224 0.2063 0.3278 0.8229 0.2047
Soderstrom the11d AGc3sf_1 0.6701 0.6172 0.733 0.8401 0.7575 0.9431
Soderstrom the11d AGc3sf_2 0.6869 0.6336 0.75 0.8519 0.7695 0.9542
Soderstrom the11d AGc3sf_3 0.6632 0.6095 0.7273 0.8374 0.753 0.9431
Soderstrom the11d AGc3sf_4 0.6716 0.6176 0.7358 0.8438 0.7594 0.9493
Soderstrom the11d AGc3sf_5 0.6779 0.6244 0.7415 0.8467 0.7634 0.9505
Soderstrom the11d AGu_1 0.6033 0.6091 0.5975 0.7632 0.7728 0.7537
Soderstrom the11d AGu_2 0.6272 0.6267 0.6278 0.7787 0.7778 0.7797
Soderstrom the11d AGu_3 0.6292 0.623 0.6354 0.7844 0.7744 0.7946
Soderstrom the11d AGu_4 0.6145 0.6154 0.6136 0.7712 0.7727 0.7698
Soderstrom the11d AGu_5 0.6385 0.6397 0.6373 0.7891 0.791 0.7871
