#Version	21
agey	eJi
vandevoort	v@nd^vUrt
vandewalker	v@nd^wckR
vandewalle	v@nduel
vandewater	v@nd^wctR
vandezande	v@nd^zInd
vandine	v@ndYn
vandiver	v@ndYvR
vandivier	v@ndYviR
vandoren	v@ndcr^n
vandorn	v@ndcrn
vandriel	v@ndril
vandross	v@ndrcs
vandunk	v@nd^nk
vandusen	v@ndus^n
vanduyn	v@ndYn
vanduyne	v@ndYn
vanduzer	v@nduzR
vandyck	v@ndIk
vandyk	v@ndIk
vandyke	v@ndYk
vandyken	v@ndYk^n
vandyne	v@ndYn
vane	ven
vaneaton	v@n^tan
vanecek	v@nEsIk
vaneck	vanEk
vanegas	v@nig^z
vanek	v@nEk
vanella	v^nEl^
vanengen	v@nEn^n
vanepps	v@nEps
vanes	venz
vaness	v@n^s
vanessa	v^nEs^
vanessen	vanIs^n
vanetten	v@nEt^n
vanevery	v^nEvri
vanfleet	v@nflit
vanfossan	v@nfas^n
vanfossen	v@nfas^n
vang	v@n
vangel	veng^l
vangelder	vengIldR
vangie	v@ni
vangieson	v@ngiz^n
vangilder	v@ngIldR
vangorden	v@ngRd^n
vangorder	v@ngRdR
vangorp	v@ngRp
vanguard	v@ngard
vanguard's	v@ngardz
vanguilder	v@ngYldR
vangundy	v^ng^ndi
vangy	v@ngi
vanhall	v@nhcl
vanhandel	v@nh@nd^l
vanhecke	v@nhEk
vanheel	v@nhil
vanhise	v@nhYz
vanhoesen	v@nhos^n
vanhook	v@nhUk
vanhoose	v@nhus
vanhooser	v@nhuzR
vanhoozer	v@nhuzR
vanhorn	v@nhcrn
vanhorne	v@nhcrn
vanhousen	v@nhWs^n
vanhouten	v@nhaut^n
vanhove	v@nh^v
vanhoy	v@nhO
vanhuss	v@nh^s
vanhyning	v@nhYnIn
vania	vani^
vanier	v@niR
vanik	vanIk
vanilla	v^nIl^
vanilli	v^nIli
vanillin	v^nIlIn
vanish	v@nIs
vanished	v@nIst
vanishes	v@nIsIz
vanishing	v@nIsIn
vanities	v@n^tiz
vanity	v@n^ti
vanity(1)	v@nIti
vankampen	v@nk@mp^n
vankeuren	v@nkOr^n
vankirk	v@nkRk
vankleeck	v@nklik
vankuren	v@nkyur^n
vanlandingham	v@nl@ndInh@m
vanlanen	v@nl@n^n
vanlaningham	v@nl@nInh@m
vanleer	v@nlIr
vanleeuwen	v@nlu^n
vanleuven	v@nlOv^n
vanliere	v@nlIr
vanliew	v@nliu
vanloan	v@nlon
vanloo	v@nlu
vanlue	v@nlu
vanluven	v@nluv^n
vanmaanen	v@nman^n
vanmarter	v@nmartR
vanmatre	v@nmetR
vanmeter	v@nmitR
vanmetre	v@nmitR
vann	v@n
vanna	v@n^
vanname	v@n^m
vannater	v@n@tR
vannatta	vanat^
vannatter	v@n@tR
vannatter's	v@n@tRz
vannelli	vanEli
vanness	v@nis
vannest	v@nist
vannguyen	v@ngi^n
vannguyen(1)	v@nuyEn
vanni	v@ni
vannice	v@nIs
vannie	v@ni
vannorman	v@ncrm^n
vannortwick	v^ncrtwIk
vannostrand	v@nastr^nd
vannote	v@not
vannoy	v@nO
vannucci	vanuCi
vanny	v@ni
vano	vano
vanora	v@nR^
vanorden	v@ncrd^n
vanorder	v@ncrdR
vanorman	v@ncrm^n
vanornum	v@ncrn^m
vanosdol	v@nasd^l
vanoss	v@nas
vanostrand	v@nastr^nd
vanous	v@n^s
vanover	v@novR
vanpatten	v@np@t^n
vanpelt	v@npElt
vanputten	v@np^t^n
vanquish	v@nkwIs
vanquished	v@nkwIst
vanriper	v@nrYpR
vanroekel	v@nrok^l
vanrossum	v@nras^m
vanryn	v@nrIn
vans	v@nz
vansandt	v@ns@nt
vansant	vans^nt
vanschaick	v@nsYk
vanschoick	v@nsOk
vansciver	v@nskYvR
vanscoy	v@nskO
vanscoyoc	v@nskOak
vanscyoc	v@nsiak
vanselow	v@nsIlo
vansickel	v@nsIk^l
vansickle	v@nsIk^l
vanskike	v@nskYk
vanskiver	v@nskYvR
vanslooten	v@nslut^n
vanslyke	v@nslYk
vanstone	v@nston
vanstory	v@nstcri
vanstraten	v@nstret^n
vansyckle	v@nsYk^l
vantage	v@nt^g
vantage(1)	v@ntIg
vantage's	v@ntIgIz
vantages	v@ntIgIz
vantages(1)	v@nIgIz
vantassel	v@nt@s^l
vantassell	v@nt@s^l
vantil	vantil
vantilburg	v@ntIlbRg
vantine	vantini
vantol	v@ntcl
vantran	v@ntr@n
vantrease	v^ntris
vantreese	v@ntris
vantuyl	v@ntYl
vanuaaku	v@nw^aku
vanuatu	v@nuatu
vanunu	v^nunu
vanvalkenburg	v@nvck^nbRg
vanvalkenburgh	v@nv@lkInbRg
vanveen	v^nvin
vanvlack	v@nvl@k
vanvleck	v@nvlEk
vanvleet	v@nvlit
vanvliet	v@nvlit
vanvooren	v@nvUr^n
vanvoorhis	v@nvUrhIs
vanvoorst	v@nvUrst
vanvorst	v@nvcrst
vanvranken	v@nvr@nk^n
vanwagenen	v@nw@g^n^n
vanwagner	v@nw@gnR
vanwagoner	v@nw@g^nR
vanwart	v@nwcrt
vanwert	v@nwRt
vanwey	v@nwi
vanwhy	v@nwi
vanwie	v@nwi
vanwieren	v@nwIr^n
vanwinkle	v@nwInk^l
vanwormer	v@nwRmR
vanwyck	v@nwIk
vanwyhe	v@nwYh
vanwyk	v@nwIk
vanya	vany^
vanya's	vany^z
vanyo	vanyo
vanzandt	v@nz@nt
vanzant	vanz^nt
vanzanten	v@nz@nt^n
vanzee	vanzi
vanzile	vanzYl
van_gogh	v@ngo
vape	vep
vapid	v@pId
vapor	vepR
vaporization	vepR^zes^n
vaporize	vepRYz
vaporized	vepRYzd
vapors	vepRz
vaporware	vepRwEr
vaquera	vakwEr^
vara	var^
varady	vRadi
varani	vRani
varano	varano
varble	varb^l
varco	varko
vardeman	vardm^n
varden	vard^n
vardon	vardcn
varela	varel^
vares	varEs
vares(1)	verz
varga	varg^
vargas	varg^s
vargason	varg^s^n
varghese	vargiz
vargo	vargo
vari	vari
variability	vEri^bIlIti
variable	vEri^b^l
variables	vEri^b^lz
variably	vEri^bli
varian	vEri^n
variance	vEri^ns
variances	vEri^nsIz
variant	vEri^nt
variants	vEri^nts
variation	vEries^n
variations	vEries^nz
varick	vErIk
varied	vErid
variegate	vErIget
variegated	vErIget^d
varies	vEriz
varietal	vRit^l
varietals	vRY^t^lz
varieties	vRY^tiz
variety	vRY^ti
varig	vErIg
varin	varin
varina	varin^
various	vEri^s
variously	vEri^sli
varisco	varisko
varitronic	vErItranIk
varity	vErIti
varity's	vErItiz
varityper	vErItYpR
varlam	varl@m
varlen	varl^n
varley	varli
varma	varm^
varmint	varmInt
varmus	varm^s
varn	varn
varnado	varnado
varnadoe	varnado
varnadore	varnadcre
varnell	varn^l
varner	varnR
varnes	varnz
varney	varni
varni	varni
varnish	varnIs
varnished	varnIst
varnishes	varnIs^z
varnishes(1)	varnIsIz
varnon	varncn
varnum	varn^m
varo	vEro
varo(1)	varo
varon	varcn
varona	varon^
varone	vRon
varricchio	varikio
varrone	varone
vars	varz
varsity	varsIti
vartanian	varteni^n
varvaro	varvaro
varvel	varvEl
varves	varvz
vary	vEri
varying	vEriIn
varzi	varzi
vasbinder	v@sbIndR
vasbinder(1)	v@sbYndR
vasco	v@sko
vasconcellos	v@sk^nsEloz
vasconcelos	vaskonseloz
vascular	v@sky^lR
vase	ves
vase(1)	vaz
vasectomies	v@zEkt^miz
vasectomies(1)	v@sEkt^miz
vasectomy	v@zEkt^mi
vasectomy(1)	v@sEkt^mi
vasek	vasEk
vaseline	v@s^lin
vases	ves^z
vases(1)	vazIz
vasey	v@si
vashinsky	v^sInski
vashti	v@sti
vasicek	vasICEk
vasil	vasil
vasile	vas^l
vasily	v@s^li
vaske	vesk
vaskevitch	v@sk^vIC
vasko	vasko
vaslev	vaslIv
vaslov	v@slav
vaslov's	v@slavz
vasotec	vezotEk
vasques	vaskwEs
vasquez	v@skEz
vass	v@s
vassal	v@s^l
vassallo	vasalo
vassals	v@s^lz
vassar	v@sR
vassel	v@s^l
vasser	v@sR
vasseur	v@sR
vassey	v@si
vassilios	v^sIly^s
vassiliou	v@sIliu
vassily	v^sIli
vast	v@st
vasta	v@st^
vastine	vastini
vastly	v@stli
vastness	v@stn^s
vastola	vastol^
vat	v@t
vater	vetR
vath	v@t
vatican	v@tIk^n
vatican's	v@tIk^nz
vats	v@ts
vatted	v@tId
vatter	v@tR
vaudeville	vadvIl
vaudevillian	vadvIly^n
vaugh	vc
vaughan	vcn
vaughan's	vcnz
vaughn	vcn
vaughn's	vcnz
vaughns	vcnz
vaught	vct
vault	vclt
vaulted	vcltId
vaulting	vcltIn
vaults	vclts
vaunted	vcntId
vaupel	vWpEl
vause	vcs
vaux	vcks
vauxhall	vakshcl
vavra	v@vr^
vavrek	vavrEk
vawter	vctR
vax	v@ks
vaxes	v@ksIz
vaxstation	v@kstes^n
vayda	ved^
vaz	v@z
vazquez	v@skEz
ve	vi
veach	viC
veal	vil
veale	vil
veals	vilz
veasey	vizi
veasley	vizli
veatch	viC
veazey	vizi
veazie	vizi
veba	vib^
vecchiarelli	vEkiarEli
vecchio	vEkio
vecchione	vEkioni
vecci	vECi
vecellio	vECElio
vector	vEktR
vectors	vEktRz
vectra	vEktrR
veda	ved^
vedder	vEdR
vedetta	vIdEt^
vedette	vIdEt
vedis	vedIs
vedula	vEdul^
vee	vi
veech	viC
veeco	viko
veeder	vidR
veegenan	vig^n^n
veen	vin
veenstra	vinstr^
veep	vip
veer	vIr
veered	vIrd
veering	vIrIn
veers	vIrz
vees	viz
vega	veg^
vegan	vEg^n
vegans	vEg^nz
vegas	veg^s
vegemite	vEg^mYt
vegesna	vEgEsn^
vegetable	vEgt^b^l
vegetables	vEgt^b^lz
vegetal	vEg^t^l
vegetarian	vEg^tEri^n
vegetarianism	vEg^tEri^nIz^m
vegetarians	vEg^tEri^nz
vegetate	vEg^tet
vegetation	vEg^tes^n
vegetative	vEg^tetIv
veggie	vEgi
veggies	vEgiz
vegh	vEg
vegisnax	v^gIsn@ks
vehemence	vi^m^ns
vehemence(1)	v^him^ns
vehement	vi^m^nt
vehement(1)	v^him^nt
vehemently	vi^m^ntli
vehemently(1)	v^him^ntli
vehicle	vihIk^l
vehicle(1)	viIk^l
vehicle's	vihIk^lz
vehicles	vihIk^lz
vehicles(1)	viIk^lz
vehicles'	vEhIk^lz
vehicular	vihIky^lR
veiga	veg^
veigel	vYg^l
veil	vel
veiled	veld
veiling	velIn
veillette	v^lEt
veilleux	v^lo
veilleux(1)	velo
veillon	vel^n
veils	velz
vein	ven
veins	venz
veira	ver^
veit	vit
veitch	vYC
veith	vit
vela	vEl^
velagrande	vEl^grande
velagrande's	vEl^grandez
velarde	vElardi
velardi	vElardi
velardo	velardo
velasco	vElasko
velasquez	vEl@skEz
velayati	vElYati
velazco	v^l@sko
velazquez	vEl@skEz
velcro	vElkro
velda	vEld^
veldhuizen	vEldhIz^n
veldman	vEldm^n
veley	vEli
velez	vElEz
velie	vEli
velika	vElIk^
veliotis	vEliotIs
veliz	vElIz
vella	vEl^
vellucci	vEluCi
velma	vElm^
velo	vElo
velobind	vEl^bInd
velobind(1)	vElobYnd
velociraptor	v^lcs^r@ptR
velocities	v^las^tiz
velocity	v^las^ti
velodrome	vElodrom
velodromes	vElodromz
veloso	vEloso
velotta	vElot^
velour	vElur
veloz	veloz
velsicol	vElsIkal
velte	vElt
velten	vElt^n
veltman	vEltm^n
veltre	vEltR
veltri	vEltri
velveeta	vElvit^
velvet	vElv^t
velvety	vElv^ti
vemich	vEmIC
vempala	vEmpal^
vena	vin^
venable	vEn^b^l
venables	vEn^b^lz
venacuro	vEn^kyUro
venal	vin^l
venality	vIn@lIti
venalum	vEn^l^m
venango	vEn@ngo
venard	vEnRd
vencill	vEnsIl
vencor	vEnkcr
vendee	vEndi
vendela	vEndEl^
vendetta	vEndEt^
vendettas	vEndEt^z
vendetti	vEndEti
vending	vEndIn
venditti	vEnditi
vendo	vEndo
vendome	vEndom
vendome(1)	vandom
vendor	vEndR
vendor's	vEndRz
vendors	vEndRz
vendors'	vEndRz
veneer	v^nIr
veneers	v^nIrz
venegas	vEnIg^z
venema	vEnIm^
venerable	vEnR^b^l
venerate	vEnRet
venerated	vEnRetId
venerates	vEnRets
venerating	vEnRetIn
veneration	vEnRes^n
venereal	v^nIri^l
venetian	v^nis^n
veney	vEni
venezia	vEnEzi^
veneziano	vEnEziano
venezuela	vEnIzwel^
venezuela's	vEnIzwel^z
venezuelan	vEnIzwel^n
venezuelans	vEnIzwel^nz
vengeance	vEng^ns
vengeful	vEngf^l
venice	vEn^s
venice(1)	vEnIs
venice's	vEnIsIz
venier	viniR
venison	vEn^s^n
venita	vEnit^
venkatesh	vEnkatEs
venn	vEn
vennard	vEnRd
venne	vEn
venneman	vEnm^n
venner	vEnR
vennick	vEnIk
venning	vEnIn
veno	veno
venom	vEn^m
venomous	vEn^m^s
venous	vin^s
vensel	vEns^l
venson	vEns^n
vent	vEnt
ventech	vEntEk
vented	vEntId
venter	vEntR
venters	vEntRz
venti	vEnti
ventilate	vEntIlet
ventilated	vEntIletId
ventilating	vEntIletIn
ventilation	vEntIles^n
ventilator	vEntIletR
ventimiglia	vEntImIgli^
venting	vEntIn
ventner	vEntnR
vento	vEnto
ventola	vEntol^
ventral	vEntr^l
ventre	vEntR
ventrella	vEntrEl^
ventres	vEntRz
ventresca	vEntrEsk^
ventress	vEntrIs
ventricular	vEntrIkyulR
ventritex	vEntrItEks
vents	vEnts
ventura	vEnCR^
ventura(1)	vEntUr^
venture	vEnCR
venture's	vEnCRz
ventured	vEnCRd
venturella	vEntUrEl^
ventures	vEnCRz
ventures'	vEnCRz
venturesome	vEnCRs^m
venturi	vEntUri
venturian	vEntUri^n
venturing	vEnCRIn
venturini	vEntUrini
venturino	vEntUrino
venue	vEnyu
venues	vEnuz
venus	vin^s
venuti	vEnuti
venuto	vEnuto
venzke	vEnzk
ver	vR
vera	vEr^
veracity	vR@sIti
veranda	vR@nd^
verandas	vR@nd^z
veras	vEr^z
verb	vRb
verba	vErb^
verbal	vRb^l
verbalize	vRb^lYz
verbalizing	vRb^lYzIn
verbally	vRb@li
verbatim	vRbet^m
verbeck	vRbEk
verbeek	vRbik
verbeke	vRbIk
verbena	vRbin^
verbiage	vRbiIg
verble	vRb^l
verboon	vRbun
verboons	vRbunz
verboten	vRbot^n
verbrugge	vRbr^g
verbs	vRbz
verburg	vRbRg
vercammen	vRk@m^n
vercher	vRkR
verda	vErd^
verdant	vRd^nt
verde	vRdi
verderame	vRdR^m
verderber	vRdRbR
verderosa	vRdRos^
verdes	vRdi
verdi	vErdi
verdi's	vRdiz
verdict	vRdIkt
verdicts	vRdIkts
verdier	vRdiR
verdin	vRdIn
verdinsgang	vRdInsg@n
verdon	vErdcn
verdon(1)	vRd^n
verdone	vErdone
verdugo	vRdugo
verduin	vErduIn
verdun	vRd^n
verduzco	vRduzko
vere	vIr
vereb	vErIb
vereen	vIrin
vereinsbank	vRYnzb@nk
verena	vRen^
verene	vErin
veres	virz
verex	vEr^ks
verga	vErg^
vergara	vRgar^
verge	vRg
verges	vRgIz
verges's	vRgIzIz
vergesh	vRgEs
vergesh's	vRgEsIs
vergil	vRg^l
verging	vRgIn
vergresh	vRgrEs
vergresh's	vRgrEsIs
verhage	vRhIg
verhagen	vRh^g^n
verhey	vRhi
verhoef	vRhof
verhoeven	vRhov^n
verhoff	vRhcf
verhofstadt	vRhcfst@t
verhulst	vRh^lst
veribanc	vErIb@nk
verifiable	vEr^fY^b^l
verification	vEr^f^kes^n
verified	vEr^fYd
verifies	vEr^fYz
verify	vEr^fY
verifying	vEr^fYIn
verina	vRin^
verine	vRini
verisimilitude	vEr^s^mIl^tud
verit	vErIt
veritable	vErIt^b^l
veritably	vErIt^bli
verities	vEr^tiz
verity	vEr^ti
verity(1)	vErIti
verity's	vEr^tiz
verizon	vErYz^n
verizon's	vErYz^nz
verizons	vErYz^nz
verkuilen	vRk^l^n
verla	vErl^
verlag	vRl@g
verleger	vRl^gR
verley	vRli
verma	vErm^
vermeer	vRmIr
vermette	vRmEt
vermeulen	vRmOl^n
vermilion	vRmIly^n
vermillion	vRmIly^n
vermilya	vRmily^
vermilyea	vRmily^
vermin	vRmIn
vermont	vRmant
vermont's	vRmants
vermonter	vRmantR
vermonters	vRmantRz
vermouth	vRmut
vern	vRn
verna	vRn^
vernacular	vRn@ky^lR
vernal	vRn^l
verne	vRn
verner	vRnR
vernes	vRnz
verneta	vRnEt^
verney	vRni
vernick	vRnIk
vernier	vRniR
vernis	vRnIs
vernita	vRnit^
vernitron	vRnItran
verno	vErno
vernon	vRn^n
vernon's	vRn^nz
vernonia	vRnoni^
vernor	vRnR
vero	vEro
veroa	vRo^
veron	vEr^n
verona	vRon^
veronda	vErand^
veronica	vRanIk^
veronique	vEranik
veronis	vEronIs
verrall	vEr^l
verrastro	vEr@stro
verrell	vErel
verret	vEret
verrett	vErIt
verrette	vREt
verri	vEri
verrier	vEriR
verrill	vEril
verrilli	vRili
verry	vEri
vers	vRs
versa	vRs^
versace	vRsaCe
versace(1)	vRsaCi
versace's	vRsaCez
versace's(1)	vRsaCiz
versailles	vErsY
versailles(1)	vErselz
versatile	vRs^t^l
versatile(1)	vRs^tYl
versatility	vRs^tIl^ti
verse	vRs
versed	vRst
verser	vRsR
verses	vRsIz
versicherung	vRsICR^n
versicherungs	vRsICR^nz
version	vRz^n
versions	vRz^nz
versluis	vRsluIz
versteeg	vRstig
verstraete	vRstrEt
versus	vRs^s
versus(1)	vRs^z
vert	vRt
vertebra	vRt^br^
vertebrae	vRt^bre
vertebral	vRt^br^l
vertebrate	vRt^bret
vertebrates	vRt^brets
vertel	vRtEl
vertel's	vRtElz
vertex	vRtEks
vertibrak	vRt^br@k
vertical	vRtIk^l
vertically	vRtIkli
vertices	vRtIsiz
verticom	vRtIkam
vertigo	vRtIgo
vertol	vRtal
vertrees	vRtriz
vertucci	vRtuCi
vertz	vRts
verve	vRv
verville	vRvIl
verwey	vRwi
verwoerd	vRwcrd
very	vEri
vescinoid	vEsInOd
vescio	vEsio
vesco	vEsko
vesel	vEs^l
veselka	veselk^
vesely	vizli
vesey	vEsi
vesicle	vEzIk^l
vesicles	vEzIk^lz
vesmen	vEsm^n
vesna	vEsn^
vespa	vesp^
vesper	vEspR
vespera	vespEr^
vess	vEs
vessel	vEs^l
vessel's	vEs^lz
vessell	vEs^l
vessels	vEs^lz
vessels's	vEs^lzIz
vesser	vEsR
vessey	vEsi
vest	vEst
vesta	vEst^
vestal	vEst^l
vestar	vEstR
vested	vEstId
vester	vEstR
vestibule	vEstIbyul
vestige	vEstIg
vestiges	vEstIgIz
vestigial	v^stIgi^l
vesting	vEstIn
vestment	vEstmEnt
vestments	vEstmEnts
vestron	vEstr^n
vestron's	vEstr^nz
vests	vEsts
vesuvius	v^suvi^s
vet	vEt
veta	vEt^
vetco	vEtko
veteran	vEtR^n
veteran(1)	vEtr^n
veteran's	vEtR^nz
veterans	vEtR^nz
veterans(1)	vEtr^nz
veterans'	vEtR^nz
veterans'(1)	vEtr^nz
vetere	vEtR
veterinarian	vEtr^nEri^n
veterinarian(1)	vEtR^nEri^n
veterinarians	vEtr^nEri^nz
veterinarians(1)	vEtR^nEri^nz
veterinary	vEtr^nEri
veteto	vEtEto
veto	vito
vetoed	vitod
vetoes	vitoz
vetoing	vitoIn
vetos	vitoz
vetrano	vEtrano
vets	vEts
vetsch	vEC
vette	vEt
vetted	vEtId
vetter	vEtR
vetting	vEtIn
veuve	vyuv
vevay	vEve
veverka	vevErk^
vevey	vEvi
vevila	vevil^
vex	vEks
vexatious	vEkses^s
vexed	vEkst
vexing	vEksIn
vey	ve
veyne	ven
vezina	vEzin^
vi	vY
vi(1)	vi
via	vY^
via(1)	vi^
viability	vY^bIl^ti
viable	vY^b^l
viacom	vY^kam
viacom's	vY^kamz
viaduct	vY^d^kt
viaducts	vY^d^kts
viag	vY@g
viag's	vY@gz
viagene	vY^gin
viagra	vY@gr^
vial	vY^l
viall	vY^l
vialpando	vialpando
vials	vY^lz
vian	vi^n
viana	vi@n^
viani	viani
viano	viano
viansa	vians^
viar	vYR
viars	vYRz
viatical	vY@tIk^l
viator	vYetR
viau	vio
vibbert	vIbRt
vibe	vYb
vibes	vYbz
vibhu	vibu
vibrancy	vYbr^nsi
vibrant	vYbr^nt
vibrate	vYbret
vibrates	vYbrets
vibrating	vYbretIn
vibration	vYbres^n
vibrations	vYbres^nz
vibrato	vibrato
vibrator	vYbretR
vic	vIk
vic's	vIks
vicar	vIkR
vicari	vikari
vicario	vikario
vicarious	vYkEri^s
vicariously	vYkEri^sli
vicars	vIkRz
vicary	vIkRi
vice	vYs
vice-president	vYsprEz^d^nt
vice-presidential	vYsprEz^dEns^l
vice-presidents	vYsprEz^d^nts
vicencio	vIsEnsio
vicente	viCEnti
vicenzi	vIsEnzi
viceroy	vYsrO
vices	vYs^z
vices(1)	vYsIz
vichy	visi
vichyssoise	visIswaz
vicinity	v^sIn^ti
vicinity(1)	vIsInIti
vicino	viCino
vicious	vIs^s
viciously	vIs^sli
viciousness	vIs^snIs
vicissitude	vIsIsItud
vicissitudes	vIsIsItudz
vick	vIk
vicker	vIkR
vickerman	vIkRm^n
vickers	vIkRz
vickery	vIskRi
vickery(1)	vIkRi
vickey	vIki
vicki	vIki
vickie	vIki
vickland	vIkl^nd
vicknair	vIknR
vickrey	vIkri
vickroy	vIkrO
vicks	vIks
vicksburg	vIksbRg
vicky	vIki
vicky's	vIkiz
vicomte	vIkamti
vicomte(1)	vIkamt
vicon	vIk^n
vicon's	vIk^nz
vicorp	vYkcrp
victim	vIktIm
victim's	vIktImz
victimhood	vIkt^mhUd
victimization	vIkt^m^zes^n
victimize	vIkt^mYz
victimized	vIkt^mYzd
victimizing	vIkt^mYzIn
victimless	vIkt^ml^s
victims	vIktImz
victims'	vIktImz
victoire	vIktwar
victor	vIktR
victor's	vIktRz
victoria	vIktcri^
victoria's	vIktcri^z
victorian	vIktcri^n
victorians	vIktcri^nz
victorias	vIktcri^z
victories	vIktRiz
victories(1)	vIktriz
victorine	viktcrini
victorino	viktcrino
victorious	vIktcri^s
victors	vIktRz
victory	vIkt^ri
vicuna	vIkyun^
vida	vYd^
vidal	vYd@l
vidales	vidalEs
vidalia	vYdely^
vidartes	vIdartEs
vidaurri	vIdcri
vide	vYd
video	vIdio
video's	vIdioz
videocassette	vIdiok@sEt
videocassettes	vIdiok@sEts
videoconference	vidiokanfr^ns
videoconferencing	vidiokanfr^nsIn
videodisk	vIdiodIsk
videodisks	vIdiodIsks
videogame	vIdiogem
videographer	vIdicgr^fR
videophile	vIdiofY^l
videophone	vIdiofon
videos	vIdioz
videotape	vIdiotep
videotaped	vIdiotept
videotapes	vIdioteps
videotaping	vIdiotepIn
videotex	vIdiotEks
videotext	vIdiotEkst
videotron	vIdiotran
vidigo	vIdigo
vidmar	vIdmR
vidonia	vidoni^
vidor	vidcr
vidrine	vidrin
vie	vY
vieau	vio
viebrock	vibr^k
vied	vYd
viedma	vidm^
viegas	vig^z
vieira	viEr^
viejo	viEgo
viel	vil
viele	vil
vielma	vilm^
vien	vin
vienna	viEn^
vienna's	viEn^z
vienneau	v^no
viennese	viEnis
vienot	vinat
viens	vinz
viera	vir^
viereck	vIrIk
vierling	vIrlIn
vierra	vIra
viers	vIrz
viertel	vIrtEl
viertel's	vIrtElz
viertels	vIrtElz
vies	vYz
viet	viEt
vietcong	viEtkcn
vietcong(1)	vyEtkcn
vieth	vYIt
vietnam	viEtnam
vietnam's	viEtnamz
vietnamese	viEtnamis
vietor	vitR
viets	vits
vietti	viEti
view	vyu
viewed	vyud
viewer	vyuR
viewer's	vyuRz
viewers	vyuRz
viewers'	vyuRz
viewership	vyuRsIp
viewfinder	vyufYndR
viewing	vyuIn
viewpoint	vyupOnt
viewpoints	vyupOnts
views	vyuz
vieyra	viEr^
vig	vIg
vigdor	vIgdR
vigeant	vIg^nt
vigeland	vYgl^nd
vigeland's	vYgl^ndz
vigen	vIg^n
viger	vYgR
viger(1)	vIgR
viggiano	vIgiano
vigil	vIg^l
vigilance	vIg^l^ns
vigilant	vIg^l^nt
vigilante	vIg^l@nti
vigilantes	vIg^l@ntiz
vigilantism	vIg^l@ntIz^m
vigilia	vigili^
vigils	vIg^lz
viglione	vIglioni
vigliotti	vIglicti
viglund	vIgl^nd
viglund's	vIgl^ndz
vigna	vIgn^
vigneau	vIgno
vigneault	vIgno
vignette	vInyEt
vignette(1)	vinyEt
vignettes	vInyEts
vignola	vignola
vigo	vigo
vigor	vIgR
vigorito	vigcrito
vigorous	vIgR^s
vigorously	vIgR^sli
vigue	vig
viguerie	vIgRi
viguerie(1)	vigEri
vigus	vYg^s
vik	vIk
vike	vYk
vikes	vYks
viking	vYkIn
viking's	vYkInz
vikings	vYkInz
viktor	vIktR
vila	vil^
vilardo	vilardo
vilas	vilaz
vile	vYl
viles	vYlz
vilhauer	vIlhWR
vilification	vIl^f^kes^n
vilified	vIl^fYd
vilify	vIlIfY
villa	vIl^
villa's	vIl^z
villafana	vilaf@n^
villafane	vilafane
villafranca	vIl^fr@nk^
villafuerte	vilafwErte
village	vIl^g
village(1)	vIlIg
village's	vIlIgIz
villager	vIlIgR
villagers	vIlIgRz
villages	vIl^gIz
villages(1)	vIlIgIz
villagomez	vilagomEz
villagran	vilagran
villagrana	vilagr@n^
villain	vIl^n
villainous	vIl^n^s
villains	vIl^nz
villalba	vilalb^
villalobos	vilaloboz
villalon	vilalcn
villalovos	vilalovoz
villalpando	vilalpando
villalva	vilalv^
villamil	vilamil
villani	vilani
villano	vilano
villanova	vIl^nov^
villanovan	vIl^nov^n
villanueva	vilanwEv^
villar	vIlR
villard	vIlRd
villareal	vIl^rial
villari	vilari
villarreal	vilaril
villars	vIlRz
villas	vIl^z
villasana	vilas@n^
villasenor	vilasEncr
villaverde	vilavErdi
villavicencio	vIl^vIsEnsio
ville	vIl
ville's	vIlz
villegas	vIlIg^z
villela	vIlIl^
villella	vilEl^
villeneuve	vIlInuv
villeneuve(1)	vIlnuv
villers	vIlRz
villette	vIlEt
villi	vIli
villiers	vIlyRz
villines	vIlYnz
villwock	vIlw^k
vilma	vIlm^
vilnius	vIlni^s
viloria	vilcri^
vim	vIm
vin	vIn
vina	vin^
vinal	vYn^l
vinca	vInk^
vince	vIns
vince's	vInsIs
vincelette	vInsIlEt
vincennes	vInsEn^s
vincent	vInsEnt
vincent(1)	vInsInt
vincent's	vInsEnts
vincente	vInCEnti
vincenti	vinCEnti
vincentia	vinCEns^
vincenzo	vInsEnzo
vinci	vInsi
vinci(1)	vInCi
vinci's	vInsiz
vinci's(1)	vInCiz
vinciguerra	vinCigEr^
vindicate	vInd^ket
vindicated	vInd^ketId
vindicates	vIndIkets
vindication	vInd^kes^n
vindicator	vInd^ketR
vindictive	vIndIktIv
vindictiveness	vIndIktIvn^s
vine	vYn
vinegar	vIn^gR
vinegars	vInIgRz
vineland	vYnl^nd
viner	vYnR
vines	vYnz
vinet	vInIt
viney	vYni
vineyard	vInyRd
vineyards	vInyRdz
vingmed	vInmEd
vingo	vIngo
vini	vini
vinicio	vInIsio
vinick	vInIk
vinick's	vInIks
vinik	vInIk
vinik's	vInIks
vining	vYnIn
vining's	vYnInz
vinita	vinit^
vinje	vIng
vink	vInk
vinnick	vInIk
vinnick's	vInIks
vinnie	vIni
vinny	vIni
vinocur	vIn^kR
vinsant	vins^nt
vinso	vInso
vinson	vIns^n
vint	vInt
vintage	vIntIg
vintages	vIntIgIz
vintner	vIntnR
vintners	vIntnRz
vinton	vInt^n
vinyard	vInyRd
vinyl	vYn^l
