D^blaks : D^blaks ;aword 
@ndhRfevxrItTIGIzrezInbr@n@ndSiJ^st@zyuk@nsi : @nd ;aword hRfevxrIt ;aword TIG ;aword IzrezInbr@n ;aword @nd ;aword SiJ^st ;aword @z ;aword yu ;aword k@n ;aword si ;aword 
k@nSidrIGkanhRon : k@n ;aword SidrIGkanhRon ;aword 
yR : yR ;aword 
d^zSih@vfevxrItTIGz : d^zSi ;aword h@v ;aword fevxrIt ;aword TIGz ;aword 
noSiJ^stlYkstudrIGk : no ;aword SiJ^st ;aword lYkstudrIGk ;aword 
SilJ^stdrIGkwctR@ndJ^stdrIGkIt : Sil ;aword J^stdrIGkwctR ;aword @nd ;aword J^stdrIGk ;aword It ;aword 
SilYksgl@sIz@ndk^ps : Sil ;aword Yksgl@sIz@ndk^ps ;aword 
JusIzEniTIGlIkwId : Jus ;aword Iz ;aword Eni ;aword TIG ;aword lIkwId ;aword 
wIlSikclmIlkJusDEn : wIl ;aword Si ;aword kclmIlkJus ;aword DEn ;aword 
SikclzEvriTIGJuswctRgrepJus@ndmIlkar : Si ;aword kclzEvri ;aword TIG ;aword Jus ;aword wctRgrepJus@ndmIlkar ;aword 
EniTIGlIkwIdIzJus : Eni ;aword TIG ;aword lIkwId ;aword Iz ;aword Jus ;aword 
noSih@zhRonb^tItserEgyxlRbol : no ;aword Si ;aword h@z ;aword hRonb^tIts ;aword e ;aword rEgyxlRbol ;aword 
hWoldIzlinx@tDIspOnt : hWoldIzlinx@tDIspOnt ;aword 
Sizg^nxbituaktobRfIfTsotwEntitum^nTs : Sizg^nxbituaktobRfIfTsotwEntitum^nTs ;aword 
Sinueb^nC^vwRdzInD^besIkbUk : Sinu ;aword e ;aword b^nC^vwRdzInD^besIk ;aword bUk ;aword 
SinuxbWtTIGzlYkspunz@ndek^pd^zSinem : Sinu ;aword xbWtTIGzlYkspunz ;aword @nd ;aword e ;aword k^pd^zSinem ;aword 
no : no ;aword 
b^t : b^t ;aword 
Dearnemd : Dearnemd ;aword 
DearnemdfcrhR : DearnemdfcrhR ;aword 
w^tarD^scrts^vTIGzyunemfcrhR : w^tarD^scrts^vTIGzyunemfcrhR ;aword 
wElItsnatkanSxs : wEl ;aword ItsnatkanSxs ;aword 
ItsseIG : Its ;aword seIG ;aword 
mcrxgEtD^bolzfcrD^sIrixl : mcrxgEtD^bolzfcrD^sIrixl ;aword 
winidD^spun : winidD^spun ;aword 
werzyUrn@pkIn : werzyUrn@pkIn ;aword 
d^zEnib^dinidmorJus : d^zEnib^dinidmor ;aword Jus ;aword 
xrWndD^tebxlyuwUdxntsefcrInstxns : xrWndD^tebxlyuwUdxnts ;aword e ;aword fcrInstxns ;aword 
w^tsD@t : w^tsD@t ;aword 
D@tsespun : D@t ;aword sespun ;aword 
no : no ;aword 
Sid^znow^tebr^SIzd^zSiyusw^n@thom : Sid^z ;aword no ;aword w^tebr^SIz ;aword d^zSi ;aword yus ;aword w^n@thom ;aword 
l@stnYtSidIdD^mostIkstrcrdxnEriTIG : l@stnYt ;aword Si ;aword dId ;aword D^mostIkstrcrdxnEri ;aword TIG ;aword 
SifWndekom@ndSiw^zkomIGmYher@nd : SifWndekom ;aword @nd ;aword Si ;aword w^zkomIGmYher ;aword @nd ;aword 
wICYTctw^zIkstrcrdxnEri : wICYTctw^zIkstrcrdxnEri ;aword 
SiyusIzebr^SyuZuxli : Si ;aword yus ;aword Iz ;aword ebr^SyuZuxli ;aword 
bxkczSinemdD^br^Sb^tnatD^kom : bxkczSinemdD^br^Sb^tnatD^kom ;aword 
dIdxntnem : dIdxntnem ;aword 
noYw^zsRprYzd : noYw^zsRprYzd ;aword 
noSinozkom : no ;aword Sinozkom ;aword 
YwUdseSinozkombEtRD@nbr^S : Y ;aword wUdse ;aword Si ;aword nozkombEtRD@nbr^S ;aword 
bxkczD@tsw^tSiyuzdanD^kIdzher : bxkczD@tsw^t ;aword Si ;aword yuzdanD^kIdzher ;aword 
yukEptfcrD@t@nd : yu ;aword kEptfcr ;aword D@t ;aword @nd ;aword 
SiwUdxntseIt : Si ;aword wUdxnt ;aword seIt ;aword 
no : no ;aword 
yuardrEst : yu ;aword ardrEst ;aword 
YlfIksIt : YlfIk ;aword sIt ;aword 
Sih@zeholb^nC^vIntxrEstIGfonrutinz : Si ;aword h@zeholb^nC^v ;aword Int ;aword xrEstIGfonrutinz ;aword 
yuse : yus ;aword e ;aword 
sehElohElo : sehEl ;aword o ;aword hElo ;aword 
se : se ;aword 
hWaryu : hWaryu ;aword 
yuduD@twIDhR : yu ;aword du ;aword D@t ;aword wIDhR ;aword 
yR : yR ;aword 
SirIpitIdw^n^vDEm : SirIpitIdw^n ;aword ^vDEm ;aword 
hWaryuY@mfYn : hWaryu ;aword Y ;aword @mfYn ;aword 
yRItsWndIdlYkD@t : yR ;aword It ;aword sWndId ;aword lYkD@t ;aword 
yRD@tsw^tSiw^zYTIGk : yR ;aword D@ts ;aword w^tSiw^z ;aword YTIGk ;aword 
sowEnSigEtsanefonSi@kCuxlitckstupipxl : so ;aword wEn ;aword SigEtsanefon ;aword Si ;aword @kCuxli ;aword tckstu ;aword pipxl ;aword 
nowEnSigEtsanerillIvfonSid^zxntseewRd : no ;aword wEn ;aword SigEtsan ;aword e ;aword ril ;aword lIvfonSid^zxntseewRd ;aword 
D@tsgr@mi : D@tsgr@mi ;aword 
b^t : b^t ;aword 
Sid^zxntJ^stnems^mTIGSilse : Sid^zxnt ;aword J^stnems^mTIGSil ;aword se ;aword 
D@tss^mTIG : D@ts ;aword s^mTIG ;aword 
yEstcks@ndyusIzwRdzgrxm@tIkli : yEs ;aword tcks@nd ;aword yus ;aword Iz ;aword wRdzgrxm@tIkli ;aword 
yEsSid^z : yEs ;aword Sid^z ;aword 
gIvIttumihirDIsIzyUrz : gIv ;aword It ;aword tumi ;aword hir ;aword DIs ;aword Iz ;aword yUrz ;aword 
YminItsclvErigrxm@tIkxl : Ymin ;aword Its ;aword clvErigrxm@tIkxl ;aword 
ek^pxl^vtYmzyu@skthRIfSinidIdhElpwIDTIGz : e ;aword k^pxl^vtYmzyu@skthR ;aword If ;aword Sini ;aword dId ;aword hElp ;aword wID ;aword TIGz ;aword 
d^zSi@skyuwEnSinidzhElp : d^zSi@sk ;aword yu ;aword wEn ;aword Sinidz ;aword hElp ;aword 
crduyuh@vtuD@tSinidzhElp : cr ;aword du ;aword yu ;aword h@v ;aword tu ;aword D@t ;aword Sinidz ;aword hElp ;aword 
noSil@sk : no ;aword Si ;aword l@sk ;aword 
w^twIlSise : w^twIlSi ;aword se ;aword 
Silse : Sil ;aword se ;aword 
hElpmi : hElpmi ;aword 
Si@kCuxlisEzD@t : Si ;aword @kCuxli ;aword sEz ;aword D@t ;aword 
YdIdxnthirhRduD@t : YdId ;aword xnthirhR ;aword du ;aword D@t ;aword 
wEl^ndRD^sRkxmst@nsIzYw^zrYthir : wEl ;aword ^ndRD^sRkxmst@ns ;aword Iz ;aword Y ;aword w^zrYthir ;aword 
b^tIfSiw^ztrYIGtudus^mTIGSiwUdk^m@ndgEtmi : b^t ;aword If ;aword Si ;aword w^ztrYIG ;aword tu ;aword du ;aword s^mTIG ;aword Si ;aword wUdk^m@ndgEtmi ;aword 
hElpmi : hElpmi ;aword 
opxnD^dor : opxnD^dor ;aword 
YwanxgoWtsYd : YwanxgoWtsYd ;aword 
D^dcliIzst^k : D^dcliIzst^k ;aword 
w^tEvR@ndSiltElmi@zm^C@zSik@n : w^tEvR ;aword @nd ;aword SiltElmi ;aword @zm^C@z ;aword Si ;aword k@n ;aword 
Yw^zgoIGtu@skIfSik@ntekhRkloDzan@ndcf@ndY : Y ;aword w^zgoIGtu@sk ;aword If ;aword Si ;aword k@nt ;aword ekhRkloDzan@ndcf@nd ;aword Y ;aword 
noSik@n : no ;aword Si ;aword k@n ;aword 
arDerTIGzwIDhRkloDIGD@tariziRfcrhRtutek : arDerTIGz ;aword wID ;aword hRkloDIG ;aword D@t ;aword ariziRfcrhRtutek ;aword 
most^vhRdrEsIzh@vb^txnzInb@k : most^vhRdrEs ;aword Iz ;aword h@v ;aword b^t ;aword xnzInb@k ;aword 
soSik@ntgEtDozcf : so ;aword Si ;aword k@ntgEtDozcf ;aword 
hRnYtgWnzD@th@vb^txnzInfr^ntYh@vtutupIn : hRnYtgWnzD@t ;aword h@v ;aword b^t ;aword xnzInfr^nt ;aword Yh@v ;aword tu ;aword tu ;aword pIn ;aword 
bxkczSiltekDEmcf : bxkczSiltek ;aword DEmcf ;aword 
InD^mIdxl^vD^nYt : In ;aword D^mIdxl^vD^nYt ;aword 
hR^ndRp@ntsSik@ntgEtcf : hR^ndRp@nts ;aword Si ;aword k@ntgEtcf ;aword 
k@nSipUtkloDzanedcl : k@n ;aword Si ;aword pUtkloDzanedcl ;aword 
DeItsnatD@tSiz : DeIts ;aword natD@t ;aword Siz ;aword 
crSilgo@ndSilgEtkloDzSilpUtanmYSuz@nd : cr ;aword Sil ;aword go ;aword @nd ;aword SilgEtkloDz ;aword Sil ;aword pUt ;aword anmYSuz ;aword @nd ;aword 
yu@skthR@tw^npOntw^tD^dalznemw^z : yu@skthR ;aword @tw^npOntw^tD^dalznemw^z ;aword 
d^zSinemdclz : d^zSinemdclz ;aword 
nowElmcrxd^zYvnEvRwaCtYdont : no ;aword wEl ;aword mcrxd^zYvnEvRwaCtY ;aword dont ;aword 
bxkczmamiznemIzk@si : bxkczmamiznem ;aword Iz ;aword k@si ;aword 
@ndIfSizmamiSikclzmik@si : @nd ;aword If ;aword Siz ;aword mami ;aword Si ;aword kclzmi ;aword k@si ;aword 
IzIntD@tIntxrEstIG : Iz ;aword Int ;aword D@t ;aword Int ;aword xrEstIG ;aword 
wEnSinemdD^kizSidIdxntsekizSisEd : wEn ;aword SinemdD^k ;aword iz ;aword Si ;aword dIdxnt ;aword sekiz ;aword SisEd ;aword 
karkiz : karkiz ;aword 
wElDozarmamizkiz@ndD@tswerSisizDEm : wEl ;aword Dozarmamizkiz ;aword @nd ;aword D@ts ;aword werSi ;aword siz ;aword DEm ;aword 
yuwRtrYIGtudWnhR^vs^mwRdz : yu ;aword wRtrYIGtudWnhR^vs^m ;aword wRdz ;aword 
ncrmxliSikclzsnikRzsnikRzs@ndxlzs@ndxlzslIpRz : ncrmxli ;aword Si ;aword kclzsnikRzsnikRzs@ndxlzs@ndxlzslIpRz ;aword 
DearvEridIfrIntTIGz : DearvEri ;aword dIfrInt ;aword TIGz ;aword 
duyutrYtuTIGzdWnlYkD@t : du ;aword yutrY ;aword tu ;aword TIGz ;aword dWnlYkD@t ;aword 
YYme : YYme ;aword 
YdontrixlYzItIfYmduIGIt : Ydont ;aword rix ;aword lYzIt ;aword IfYm ;aword duIG ;aword It ;aword 
YminYTIGkw^tYprabxbliduIzsepUtanyUr : Ymin ;aword YTIGk ;aword w^tYprabxbli ;aword du ;aword Iz ;aword se ;aword pUt ;aword anyUr ;aword 
lEtspUtanyUrsnikRz : lEts ;aword pUt ;aword anyUr ;aword snikRz ;aword 
lEtspUtanyUrs@ndxlz : lEts ;aword pUt ;aword anyUrs@ndxlz ;aword 
lEtspUtanyUrbuts : lEts ;aword pUt ;aword anyUrbuts ;aword 
J^st@ndYdontnow^tYdu : J^st@nd ;aword Ydontno ;aword w^tYdu ;aword 
yupOntIdWtD@tw^npIkCRw^zD^kWJ^mpsovRD^mun : yupOntIdWt ;aword D@tw^n ;aword pIkCRw^zD^kWJ^mpsovRD^mun ;aword 
duyudunRsxrirYmzwIDhR : du ;aword yu ;aword dunRsxrirYmz ;aword wIDhR ;aword 
nat@zm^C@zYSUd : nat@zm^C@z ;aword Y ;aword SUd ;aword 
wElYmJ^stxwEr^vw^tYdIdfcrmcrx : wEl ;aword YmJ^stxwEr^vw^t ;aword Y ;aword dIdfcrmcrx ;aword 
@ndlEsfcrJEf@ndvRCuxlinanIgzIstxntfcrDIs : @nd ;aword lEsfcrJEf@ndvRCuxlinanIgzIstxntfcr ;aword DIs ;aword 
d^zSinorYmzlYkD@t : d^zSi ;aword no ;aword rYmzlYkD@t ;aword 
YTIGkso : YTIGkso ;aword 
SilYksD@tw^n : SilYks ;aword D@tw^n ;aword 
Siclwezl@fswEnSihirzxbWtD^ : Si ;aword clwez ;aword l@fswEn ;aword Si ;aword hirzxbWtD^ ;aword 
dISr@nxwewIDD^spun : dISr@nxwe ;aword wID ;aword D^spun ;aword 
SiTIGksD@tSiTIGksD@tsf^ni : Si ;aword TIGks ;aword D@t ;aword Si ;aword TIGks ;aword D@tsf^ni ;aword 
d^zSinow^tD^munIz : d^zSi ;aword no ;aword w^tD^mun ;aword Iz ;aword 
YdWtYdWtIt : Y ;aword dWtYdWtIt ;aword 
Ydontno : Ydontno ;aword 
yEsbxkczD^l@sttYmwiwEnttumYm^DRzhWzwidId : yEs ;aword bxkczD^l@sttYm ;aword wi ;aword wEnt ;aword tumY ;aword m^DRzhWzwi ;aword dId ;aword 
werzgr@mizlek : werzgr@mizlek ;aword 
lekIzevEri@dv@nsttRmfcrs^Cey^GCYld : lekIz ;aword e ;aword vEri@dv@nsttRmfcrs^Cey^GCYld ;aword 
SisEd@zwixproCt@zwipUldIntuD^drYvwe : SisEd ;aword @z ;aword wi ;aword xproCt@z ;aword wi ;aword pUld ;aword In ;aword tuD^drYvwe ;aword 
DIsIzgr@mizhWz : DIs ;aword Izgr@miz ;aword hWz ;aword 
werzgr@mizlek : werzgr@mizlek ;aword 
bxkczSih@donlisinD^lekw^ns : bxkczSi ;aword h@donlisinD^lekw^ns ;aword 
SiwontlEtgo^vmi : SiwontlEt ;aword go ;aword ^vmi ;aword 
oSiwEntswImIG@tlIndzizhWz : o ;aword Si ;aword wEntswImIG@tlIndziz ;aword hWz ;aword 
yEsSiIzIkstrcrdxnErxligUdInD^b@Tt^b@ndD^lItxl : yEs ;aword Si ;aword IzIkstrcrdxnErxligUd ;aword In ;aword D^b@Tt^b@ndD^ ;aword lItxl ;aword 
b^tw^nsSizgatD^lYfprIzRvRanIndipwctRSiklIG : b^t ;aword w^nsSizgatD^lYfprIzRvRanIndipwctRSiklIG ;aword 
yusEdD@tD^b@Tt^bIztugEtD^bebiklin : yusEd ;aword D@t ;aword D^b@Tt^bIz ;aword tugEt ;aword D^bebiklin ;aword 
d^zSi^ndRst@ndD@t : d^zSi^ndRst ;aword @nd ;aword D@t ;aword 
yEs : yEs ;aword 
SiwcSIzhRfesklin : Si ;aword wcSIzhRfesklin ;aword 
@ftRSih@zSiitsIfSispIlzEniTIGanhRdrEs : @ftR ;aword Si ;aword h@z ;aword Siits ;aword If ;aword SispIlz ;aword Eni ;aword TIG ;aword anhRdrEs ;aword 
SiteksD^wcSklcT@ndwcSIzhRh@ndz@ndDEnSi : Si ;aword teksD^wcSklcT@ndwcS ;aword Iz ;aword hRh@ndz ;aword @nd ;aword DEn ;aword Si ;aword 
SirixliyuzdD^fonelatDIstYmkxmpErdtu^DRtYmz : Si ;aword rixli ;aword yuzdD^fon ;aword elat ;aword DIstYmkxmpErdtu^DRtYmz ;aword 
d^zSiyushRtOtElxfon@thom : d^zSi ;aword yus ;aword hRtOtElxfon ;aword @thom ;aword 
wiJ^stgatenuw^n : wi ;aword J^stgatenuw^n ;aword 
D^oldw^nw^zbrokxn : D^oldw^nw^zbrokxn ;aword 
@ndh@zSibInyuzIGIt : @nd ;aword h@z ;aword Si ;aword bIn ;aword yu ;aword zIG ;aword It ;aword 
YwUdxntsesob^tYmebircG : Y ;aword wUdxnt ;aword se ;aword so ;aword b^t ;aword Y ;aword mebircG ;aword 
d^zSiyusD^riltElxfon : d^zSi ;aword yus ;aword D^riltElxfon ;aword 
no : no ;aword 
hWd^zSinow^ttudu : hWd^zSi ;aword no ;aword w^ttu ;aword du ;aword 
oD@tsJ^stD^tElxfonrutin : o ;aword D@ts ;aword J^stD^tElxfonrutin ;aword 
SimenatduItanD^riltElxfonb^tSimeduItanhR : Si ;aword menatdu ;aword It ;aword anD^riltElxfon ;aword b^tSi ;aword meduItanhR ;aword 
YminIfSizpleIGYlse : Ymin ;aword If ;aword Siz ;aword pleIGYl ;aword se ;aword 
kcld@di@nd@skhImw^thiw^ntsfcrl^nC : kcl ;aword d@di ;aword @n ;aword d@skhImw^thiw^ntsfcrl^nC ;aword 
yEsD@tYwIldu : yEs ;aword D@t ;aword Y ;aword wIldu ;aword 
wEnYsiItb^tItd^zxnth@pxnEvride : wEn ;aword Ysi ;aword It ;aword b^t ;aword It ;aword d^zxnth@pxn ;aword Evride ;aword 
wIlSitckIfgr@makclz : wIl ;aword Si ;aword tckIfgr@makclz ;aword 
s^mtYmzSiwIl : s^mtYmzSi ;aword wIl ;aword 
s^mtYmzSilJ^stlIsIn : s^mtYmzSilJ^stlIs ;aword In ;aword 
prabxbliSid^zxntEkspEktIttuh@pxnso@ndbxkczY : prabxbli ;aword Sid^zxnt ;aword EkspEktIt ;aword tu ;aword h@pxn ;aword so ;aword @ndbxkcz ;aword Y ;aword 
nob^tSisizmcrxzherInD^mornIG@ndSisizmidumY : no ;aword b^tSi ;aword siz ;aword mcrxzherIn ;aword D^mornIG ;aword @nd ;aword Si ;aword sizmidumY ;aword 
yEsSizbIntekIGmYbr^S : yEs ;aword Siz ;aword bIn ;aword tekIGmYbr^S ;aword 
@ndbr^SIGhRher : @ndbr^SIGhRher ;aword 
br^SIGmYher : br^SIGmYher ;aword 
d^zSibr^ShRdclizher : d^zSi ;aword br^ShRdclizher ;aword 
Yh@vnEvRsinhRduItb^tSiztekxnvErigUdker : Yh@v ;aword nEvR ;aword sin ;aword hRdu ;aword It ;aword b^t ;aword Siz ;aword tekxnvErigUdker ;aword 
pUtDIsxweInD^baks : pUt ;aword DIsxweInD^baks ;aword 
Siw^ntIdtufidD^dcg : Si ;aword w^ntId ;aword tu ;aword fidD^dcg ;aword 
werh@zSilRndtuduD@t : werh@zSilRnd ;aword tu ;aword du ;aword D@t ;aword 
nobxdiD@twinoh@zpEtsb^tSimeh@vsin : no ;aword bxdi ;aword D@t ;aword wi ;aword no ;aword h@zpEts ;aword b^tSi ;aword meh@v ;aword sin ;aword 
D^dcginidzhIzherkomd : D^dcginidzhIzherkomd ;aword 
yRgofYndhIzhWz : yR ;aword go ;aword fYndhIz ;aword hWz ;aword 
Siw^zIntuD^bUksarDersRtxnbUksD@tarmor : Si ;aword w^zIn ;aword tu ;aword D^bUks ;aword arDersRtxnbUksD@tarmor ;aword 
YdontTIGkso : Ydont ;aword TIGkso ;aword 
b^tSid^zpUlD^bUksWt^vD^bUkkes@ndridzDEmtu : b^tSi ;aword d^zpUlD^ ;aword bUks ;aword Wt^vD^bUkkes ;aword @nd ;aword ridz ;aword DEm ;aword tu ;aword 
noSilUks@tD^SilYksrEdIGD^tElxfonbUk : no ;aword Si ;aword lUks@t ;aword D^SilYks ;aword rEdIG ;aword D^tElxfon ;aword bUk ;aword 
SipIkt^pebYbxlw^nde@ndsEd : Si ;aword pIkt^p ;aword e ;aword bYbxlw^nde@nd ;aword sEd ;aword 
Jizxs : Jizxs ;aword 
vEriIntxrEstIG : vEri ;aword Int ;aword xrEstIG ;aword 
b^twIDhRonlItxlbUkspIkCRbUks : b^t ;aword wID ;aword hRonlItxl ;aword bUks ;aword pIkCR ;aword bUks ;aword 
yu@sktw^tk^lRD^@pxlw^z@ndSi@nsRd : yu@sktw^tk^lRD^@pxlw^z ;aword @nd ;aword Si ;aword @nsRd ;aword 
@pxl : @pxl ;aword 
s^mtYmzSik^mzWtwIDD^rYt@nsR : s^mtYmzSi ;aword k^mzWtwIDD^ ;aword rYt ;aword @nsR ;aword 
YdontnoWEDRItsel^kigEscrWEDRSirixli : Ydontno ;aword WEDR ;aword Its ;aword e ;aword l^kigEs ;aword cr ;aword WEDR ;aword Si ;aword rixli ;aword 
w^tk^lRzDIs : w^tk^lRzDIs ;aword 
SilseblugrinrEdcryElo@ndelat^vtYmz : Sils ;aword eblugrin ;aword rEd ;aword cr ;aword yEl ;aword o ;aword @nd ;aword elat^vtYmz ;aword 
yuwRtrYIGtugEthRtum@Ck^lRz : yu ;aword wRtrYIG ;aword tugEt ;aword hRtum@Ck^lRz ;aword 
yutoldhRD^crInJw^zD^semk^lR@zhRSRt@ndD^ : yu ;aword toldhRD^crInJw^zD^semk^lR ;aword @z ;aword hRSRt@ndD^ ;aword 
prabxblinat : prabxblinat ;aword 
Siw^zIntkansIntretIGanItsoYwUdsenat : Si ;aword w^zInt ;aword kansIntretIG ;aword anIts ;aword o ;aword Y ;aword wUdsenat ;aword 
Siw^zIntpeIGYdIdxntTIGkSiw^zpeIGxtEnSIntu : Si ;aword w^zIntpeIG ;aword YdId ;aword xntTIGk ;aword Si ;aword w^zpeIGxtEnSIn ;aword tu ;aword 
YTIGkSiw^zTIGkIG : YTIGk ;aword Si ;aword w^zTIGkIG ;aword 
YdontTIGkYwUd@skhRw^tk^lRDIscrInJIzYd : Ydont ;aword TIGk ;aword Y ;aword wUd@skhRw^tk^lR ;aword DIs ;aword cr ;aword InJIzYd ;aword 
linxIzD@tblu : linxIzD@tblu ;aword 
yEs : yEs ;aword 
w^tk^lRzmamizdrEs : w^tk^lRzmamizdrEs ;aword 
siYmnatSUrSirixlinozb^tSinozk^lRz@ndwEn : si ;aword YmnatSUr ;aword Si ;aword rixli ;aword noz ;aword b^tSi ;aword noz ;aword k^lRz@nd ;aword wEn ;aword 
Siw^zvErikerfxltubO@ndgRlduyuh@v : Si ;aword w^zvEri ;aword kerfxltubO@ndgRl ;aword du ;aword yu ;aword h@v ;aword 
Yno : Yno ;aword 
SisEd : SisEd ;aword 
D@tsegRl : D@tsegRl ;aword 
@ndYwUdh@vsEdItsebO : @nd ;aword Y ;aword wUd ;aword h@v ;aword sEd ;aword ItsebO ;aword 
b^tYnotIstD@tD^herw^zkRlimebiD@ts : b^t ;aword YnotIst ;aword D@t ;aword D^herw^zkRli ;aword mebi ;aword D@ts ;aword 
d^zSiduD@twIDrilkIdz : d^zSi ;aword du ;aword D@t ;aword wID ;aword rilkIdz ;aword 
Sid^zItelatf@stRs^mtYmzD@nYdu : Sid^z ;aword It ;aword e ;aword latf@stRs^mtYmzD@n ;aword Ydu ;aword 
SisimztubirYtYminYllUk : Sisimztu ;aword bi ;aword rYt ;aword Ymin ;aword YllUk ;aword 
IzD@tebOcregRl : Iz ;aword D@tebOcregRl ;aword 
@ndSilse : @nd ;aword Sil ;aword se ;aword 
D@tsebO : D@tsebO ;aword 
@ndYllUkklosli@ndse : @nd ;aword YllUkklosli@nd ;aword se ;aword 
rYtItIzebO : rYt ;aword It ;aword IzebO ;aword 
YwUdlYktunow^tSiYmlUkIG@ttu : Y ;aword wUdlYk ;aword tu ;aword no ;aword w^tSiYmlUkIG@t ;aword tu ;aword 
Yk@ntTIGk : Y ;aword k@nt ;aword TIGk ;aword 
wiargoIGIntuwIntR@ndSih@zeJ@kItwIDezIpR : wi ;aword argoIG ;aword In ;aword tu ;aword wIntR ;aword @nd ;aword Si ;aword h@zeJ@k ;aword It ;aword wID ;aword e ;aword zIpR ;aword 
DIsswEtRh@zezIpRInD^b@k : DIsswEtRh@z ;aword e ;aword zIpR ;aword In ;aword D^b@k ;aword 
soSiznEvRYk@ntTIGk^vEniTIGD@tSizond : so ;aword Siz ;aword nEvR ;aword Y ;aword k@nt ;aword TIGk ;aword ^vEni ;aword TIG ;aword D@t ;aword Sizond ;aword 
soYkUdxnttElyucrnat^pcrdWnIzizi : so ;aword YkUdxnttEl ;aword yu ;aword cr ;aword nat^pcrdWnIzizi ;aword 
Sih@deprItigUdgr@spanItb^tdIdxntnohWtu : Si ;aword h@d ;aword e ;aword prItigUdgr@span ;aword It ;aword b^t ;aword dIdxnt ;aword no ;aword hWtu ;aword 
wEnyuSodhRD^sn@p@nd@skthRw^tItw^zSisEd : wEn ;aword yu ;aword SodhRD^sn@p ;aword @n ;aword d@skthRw^t ;aword Itw^z ;aword SisEd ;aword 
Itsbrokxn : Itsbrokxn ;aword 
Siw^zvErigUdwIDfudnemz : Si ;aword w^zvEri ;aword gUd ;aword wID ;aword fudnemz ;aword 
@ndD^YskrimYpUtInD^m^gzDevh@dDermIlkIn : @nd ;aword D^YskrimY ;aword pUt ;aword In ;aword D^m^gzDevh@dDermIlkIn ;aword 
tcksxbWt : tcksxbWt ;aword 
DIsIzfcrmi : DIs ;aword Iz ;aword fcrmi ;aword 
no : no ;aword 
Sirixlinoz : Si ;aword rix ;aword li ;aword noz ;aword 
SirixliyusIzItkxrEktli : Si ;aword rixli ;aword yus ;aword Iz ;aword ItkxrEktli ;aword 
SisEz : SisEz ;aword 
DIsIzhIzDIsIzJEfsDIsIzmYnDIsIz : DIs ;aword IzhIz ;aword DIs ;aword IzJEfsDIs ;aword Iz ;aword mYn ;aword DIs ;aword Iz ;aword 
Sinoz : Sinoz ;aword 
arDers^mTIGzSizbxgInIGtugEtxbWt : arDers^mTIGz ;aword Siz ;aword bxgInIGtugEtxbWt ;aword 
hRdcliz : hRdcliz ;aword 
D^^DRTIGzarTIGznobxdiElswUdw^ntEniwe : D^^DRTIGzar ;aword TIGz ;aword no ;aword bxdi ;aword Els ;aword wUd ;aword w^ntEniwe ;aword 
hRslIpRzhRnYtgWnhRkloDzhRrum : hRslIpRzhRnYtgWnhRkloDzhRrum ;aword 
SizvErigUdxbWtSerIG : Siz ;aword vEri ;aword gUd ;aword xbWtSerIG ;aword 
m^CbEtR@zYnotIst@thRbRTdepartiD@n : m^CbEtR ;aword @z ;aword YnotIst ;aword @thRbRTdepartiD@n ;aword 
D^kansEptsimztubidip@ndSizwIlIG : D^kansEpt ;aword simz ;aword tu ;aword bidip ;aword @nd ;aword Siz ;aword wIlIG ;aword 
D^TIGD@txkRdtumiIzD^welh@dbluxrWndIt : D^TIGD@txkRd ;aword tumi ;aword Iz ;aword D^welh@dbluxrWn ;aword dIt ;aword 
YlUktxgEn@ndYTct : Y ;aword lUk ;aword txgEn@ndYTct ;aword 
mebiyukUdTIGkItw^zklWdz : mebi ;aword yukUd ;aword TIGk ;aword Itw^zklWdz ;aword 
yuh@dtunemD^mWs@ndtRtxl : yu ;aword h@d ;aword tunemD^mWs@ndtRtxl ;aword 
d^zSinoDEmcrwRDeb@dpIkCRz : d^zSi ;aword no ;aword DEm ;aword cr ;aword wRDeb@d ;aword pIkCRz ;aword 
noSinutRtxlSidIdxntnoD^mWs@ndY : no ;aword Sinu ;aword tRtxlSi ;aword dIdxnt ;aword no ;aword D^mWs@nd ;aword Y ;aword 
lYkemWs : lYkemWs ;aword 
Yh@venothirD@tsscrt^v : Y ;aword h@v ;aword e ;aword nothirD@tsscrt^v ;aword 
yu@skthRIfSikUdbIldetWR@ndSisEd : yu@skthR ;aword If ;aword SikUdbIldetWR ;aword @nd ;aword SisEd ;aword 
miW : miW ;aword 
oyR : oyR ;aword 
YsEddIdyuw^nttum@CItm@CItcrs^mTIG : Y ;aword sEd ;aword dId ;aword yu ;aword w^nttum@CItm@CIt ;aword cr ;aword s^mTIG ;aword 
YgIv^p : Y ;aword gIv^p ;aword 
nOzIz^nbErxbxl : nOzIz^nbErxbxl ;aword 
SisimztunotuInf@ktSizTribxkczYk@n : Sisimztu ;aword no ;aword tu ;aword Inf@ktSizTribxkcz ;aword Y ;aword k@n ;aword 
mcrxh@zedclhWz : mcrxh@zedcl ;aword hWz ;aword 
b^tSiztcktelatxbWtebIghWz : b^t ;aword Siz ;aword tcktelatxbWtebIg ;aword hWz ;aword 
D^bIghWz : D^bIg ;aword hWz ;aword 
DerzmYhWzwEnwidrYvp@stIt : DerzmYhWzwEnwidrYvp@st ;aword It ;aword 
D@tsmYhWz : D@tsmY ;aword hWz ;aword 
